"","OTU","Sample","Abundance","sample_Sample","Description","Site","Sample.Type","Mat","X..Organic.Matter","X..Organic.Carbon","X..Nitrogen","is.neg","Kingdom","Phylum","Class","Order","Family","Genus","Species","V8"
"3530","sq1114","D4",0.0001522056,"D4","SB3 2E1","SB","External",2,0.6529851,0.136,NA,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","ST-12K33",NA,NA,NA
"3531","sq1473","D4",0.0001522056,"D4","SB3 2E1","SB","External",2,0.6529851,0.136,NA,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae",NA,NA,NA
"3532","sq3731","D12",0.0001517787,"D12","SB4 5E1","SB","External",5,0.8975208,0.4,0,FALSE,"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Xenococcaceae",NA,NA,NA
"3533","sq1792","E10",0.0001503671,"E10","TM3 27E1","TM","External",27,0.830019,0.233,NA,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Salinivirgaceae",NA,NA,NA
"3534","sq614","E3",0.0001502813,"E3","TM2 22N1","TM","Internal",22,1.027042,1.612,NA,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae",NA,NA,NA
"3535","sq1794","D6",0.0001502148,"D6","SB3 3E1","SB","External",3,0.7111695,0.121,0,FALSE,"Bacteria","Desulfobacterota","Desulfarculia","Desulfarculales","Desulfarculaceae",NA,NA,NA
"3536","sq2193","D6",0.0001502148,"D6","SB3 3E1","SB","External",3,0.7111695,0.121,0,FALSE,"Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Rs-M59 termite group",NA,NA,NA
"3537","sq2893","D6",0.0001502148,"D6","SB3 3E1","SB","External",3,0.7111695,0.121,0,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae",NA,NA,NA
"3538","sq4084","D6",0.0001502148,"D6","SB3 3E1","SB","External",3,0.7111695,0.121,0,FALSE,"Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Simkaniaceae",NA,NA,NA
"3539","sq7869","D6",0.0001502148,"D6","SB3 3E1","SB","External",3,0.7111695,0.121,0,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Fokiniaceae",NA,NA,NA
"3540","sq1043","D11",0.0001501847,"D11","SB4 5N1","SB","Internal",5,1.132759,0.701,0,FALSE,"Bacteria","Actinobacteriota","Actinobacteria","Nitriliruptorales","Nitriliruptoraceae",NA,NA,NA
"3541","sq1860","D11",0.0001501847,"D11","SB4 5N1","SB","Internal",5,1.132759,0.701,0,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA,NA
"3542","sq2951","E12",0.0001482301,"E12","TM3 28E1","TM","External",28,1.516085,1.023,0,FALSE,"Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Chlamydiaceae",NA,NA,NA
"3543","sq2088","D5",0.0001479085,"D5","SB3 3N1","SB","Internal",3,0.4562304,0,0,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae",NA,NA,NA
"3544","sq6364","D5",0.0001479085,"D5","SB3 3N1","SB","Internal",3,0.4562304,0,0,FALSE,"Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","PRD18C08",NA,NA,NA
"3545","sq2951","D3",0.0001478651,"D3","SB3 2N1","SB","Internal",2,0.7753723,0.11,NA,FALSE,"Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Chlamydiaceae",NA,NA,NA
"3546","sq10583","D8",0.0001476728,"D8","SB4 3E1","SB","External",3,0.7979979,NA,0,FALSE,"Bacteria","Firmicutes","Clostridia","Clostridiales","Caloramatoraceae",NA,NA,NA
"3547","sq267","D8",0.0001476728,"D8","SB4 3E1","SB","External",3,0.7979979,NA,0,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis",NA,NA,NA
"3548","sq3921","D8",0.0001476728,"D8","SB4 3E1","SB","External",3,0.7979979,NA,0,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae",NA,NA,NA
"3549","sq4562","D8",0.0001476728,"D8","SB4 3E1","SB","External",3,0.7979979,NA,0,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Solimonadaceae",NA,NA,NA
"3550","sq6364","D8",0.0001476728,"D8","SB4 3E1","SB","External",3,0.7979979,NA,0,FALSE,"Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","PRD18C08",NA,NA,NA
"3551","sq6126","D9",0.0001471502,"D9","SB4 4N1","SB","Internal",4,1.337103,1.856,NA,FALSE,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","GoM-GC232-4463-Bac1",NA,NA,NA
"3552","sq7099","E2",0.00014678,"E2","TM2 21E1","TM","External",21,3.767123,NA,0,FALSE,"Bacteria","Firmicutes","Thermoanaerobacteria","Thermoanaerobacterales","Thermoanaerobacteraceae",NA,NA,NA
"3553","sq953","E2",0.00014678,"E2","TM2 21E1","TM","External",21,3.767123,NA,0,FALSE,"Bacteria","Bdellovibrionota","Oligoflexia","Silvanigrellales","Silvanigrellaceae",NA,NA,NA
"3554","sq1010","D10",0.0001467064,"D10","SB4 4E1","SB","External",4,0.9473753,0.459,NA,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methyloligellaceae",NA,NA,NA
"3555","sq1346","D10",0.0001467064,"D10","SB4 4E1","SB","External",4,0.9473753,0.459,NA,FALSE,"Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfurivibrionaceae",NA,NA,NA
"3556","sq3448","D10",0.0001467064,"D10","SB4 4E1","SB","External",4,0.9473753,0.459,NA,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Granulosicoccales","Granulosicoccaceae",NA,NA,NA
"3557","sq1557","E9",0.0001458896,"E9","TM3 27N1","TM","Internal",27,1.647955,2.235,NA,FALSE,"Bacteria","Bacteroidota","Ignavibacteria","Ignavibacteriales","Ignavibacteriaceae",NA,NA,NA
"3558","sq5109","E9",0.0001458896,"E9","TM3 27N1","TM","Internal",27,1.647955,2.235,NA,FALSE,"Bacteria","Cyanobacteria","Vampirivibrionia","Obscuribacterales","Obscuribacteraceae",NA,NA,NA
"3559","sq5217","E9",0.0001458896,"E9","TM3 27N1","TM","Internal",27,1.647955,2.235,NA,FALSE,"Bacteria","Dependentiae","Babeliae","Babeliales","UBA12409",NA,NA,NA
"3560","sq3738","E9",0.0001458896,"E9","TM3 27N1","TM","Internal",27,1.647955,2.235,NA,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12 marine group",NA,NA,NA
"3561","sq2193","E7",0.0001455844,"E7","TM3 26N1","TM","Internal",26,1.910828,NA,0.056,FALSE,"Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Rs-M59 termite group",NA,NA,NA
"3562","sq2581","E7",0.0001455844,"E7","TM3 26N1","TM","Internal",26,1.910828,NA,0.056,FALSE,"Bacteria","Cyanobacteria","Cyanobacteriia","Thermosynechococcales","Thermosynechococcaceae",NA,NA,NA
"3563","sq9433","E7",0.0001455844,"E7","TM3 26N1","TM","Internal",26,1.910828,NA,0.056,FALSE,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Gottschalkia",NA,NA,NA
"3564","sq1410","E1",0.0001453742,"E1","TM2 21N1","TM","Internal",21,0.6326758,NA,0,FALSE,"Bacteria","Cyanobacteria","Cyanobacteriia","Leptolyngbyales","Leptolyngbyaceae",NA,NA,NA
"3565","sq2037","E1",0.0001453742,"E1","TM2 21N1","TM","Internal",21,0.6326758,NA,0,FALSE,"Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae",NA,NA,NA
"3566","sq5217","E1",0.0001453742,"E1","TM2 21N1","TM","Internal",21,0.6326758,NA,0,FALSE,"Bacteria","Dependentiae","Babeliae","Babeliales","UBA12409",NA,NA,NA
"3567","sq5593","E1",0.0001453742,"E1","TM2 21N1","TM","Internal",21,0.6326758,NA,0,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rs-E47 termite group",NA,NA,NA
"3568","sq65","E1",0.0001453742,"E1","TM2 21N1","TM","Internal",21,0.6326758,NA,0,FALSE,"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Oscillatoriaceae",NA,NA,NA
"3569","sq3793","D2",0.0001452831,"D2","SB3 1E2","SB","External",1,0.9945908,NA,0,FALSE,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae",NA,NA,NA
"3570","sq1338","E11",0.000145174,"E11","TM3 28N1","TM","Internal",28,1.477156,2.427,0.039,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","P13-46",NA,NA,NA
"3571","sq278","E11",0.000145174,"E11","TM3 28N1","TM","Internal",28,1.477156,2.427,0.039,FALSE,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Clostridium sensu stricto",NA,NA,NA
"3572","sq5217","D1",0.00014403,"D1","SB3 1N1 ","SB","Internal",1,1.016766,NA,0,FALSE,"Bacteria","Dependentiae","Babeliae","Babeliales","UBA12409",NA,NA,NA
"3573","sq2454","E4",0.0001436479,"E4","TM2 22E1","TM","External",22,1.310616,0.595,NA,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria Incertae Sedis","Unknown Family",NA,NA,NA
"3574","sq4006","E4",0.0001436479,"E4","TM2 22E1","TM","External",22,1.310616,0.595,NA,FALSE,"Bacteria","Dependentiae","Babeliae","Babeliales","Vermiphilaceae",NA,NA,NA
"3575","sq3793","D4",0.0001426927,"D4","SB3 2E1","SB","External",2,0.6529851,0.136,NA,FALSE,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae",NA,NA,NA
"3576","sq676","D4",0.0001426927,"D4","SB3 2E1","SB","External",2,0.6529851,0.136,NA,FALSE,"Bacteria","Bacteroidota","Kryptonia","Kryptoniales","MSB-3C8",NA,NA,NA
"3577","sq2415","E10",0.0001420134,"E10","TM3 27E1","TM","External",27,0.830019,0.233,NA,FALSE,"Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfolunaceae",NA,NA,NA
"3578","sq1794","E8",0.0001418104,"E8","TM3 26E1","TM","External",26,1.169005,NA,0.034,FALSE,"Bacteria","Desulfobacterota","Desulfarculia","Desulfarculales","Desulfarculaceae",NA,NA,NA
"3579","sq2355","E8",0.0001418104,"E8","TM3 26E1","TM","External",26,1.169005,NA,0.034,FALSE,"Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","BD2-3",NA,NA,NA
"3580","sq2634","E8",0.0001418104,"E8","TM3 26E1","TM","External",26,1.169005,NA,0.034,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae",NA,NA,NA
"3581","sq4688","E8",0.0001418104,"E8","TM3 26E1","TM","External",26,1.169005,NA,0.034,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae",NA,NA,NA
"3582","sq3215","E3",0.0001408887,"E3","TM2 22N1","TM","Internal",22,1.027042,1.612,NA,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SM2D12",NA,NA,NA
"3583","sq442","D7",0.0001405015,"D7","SB4 3N1","SB","Internal",3,0.9474643,NA,0,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Schleiferiaceae",NA,NA,NA
"3584","sq466","D7",0.0001405015,"D7","SB4 3N1","SB","Internal",3,0.9474643,NA,0,FALSE,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Hungateiclostridiaceae",NA,NA,NA
"3585","sq7184","D7",0.0001405015,"D7","SB4 3N1","SB","Internal",3,0.9474643,NA,0,FALSE,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae",NA,NA,NA
"3586","sq8025","D7",0.0001405015,"D7","SB4 3N1","SB","Internal",3,0.9474643,NA,0,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","TRA3-20",NA,NA,NA
"3587","sq1103","D6",0.0001402005,"D6","SB3 3E1","SB","External",3,0.7111695,0.121,0,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Cellvibrionaceae",NA,NA,NA
"3588","sq3467","D6",0.0001402005,"D6","SB3 3E1","SB","External",3,0.7111695,0.121,0,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae",NA,NA,NA
"3589","sq4113","D6",0.0001402005,"D6","SB3 3E1","SB","External",3,0.7111695,0.121,0,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","E6aC02",NA,NA,NA
"3590","sq5593","D6",0.0001402005,"D6","SB3 3E1","SB","External",3,0.7111695,0.121,0,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rs-E47 termite group",NA,NA,NA
"3591","sq1557","D11",0.0001401724,"D11","SB4 5N1","SB","Internal",5,1.132759,0.701,0,FALSE,"Bacteria","Bacteroidota","Ignavibacteria","Ignavibacteriales","Ignavibacteriaceae",NA,NA,NA
"3592","sq2516","D11",0.0001401724,"D11","SB4 5N1","SB","Internal",5,1.132759,0.701,0,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae",NA,NA,NA
"3593","sq3738","D11",0.0001401724,"D11","SB4 5N1","SB","Internal",5,1.132759,0.701,0,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12 marine group",NA,NA,NA
"3594","sq1254","D12",0.0001401034,"D12","SB4 5E1","SB","External",5,0.8975208,0.4,0,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Competibacterales","Competibacteraceae",NA,NA,NA
"3595","sq2066","D12",0.0001401034,"D12","SB4 5E1","SB","External",5,0.8975208,0.4,0,FALSE,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA,NA,NA
"3596","sq2114","D12",0.0001401034,"D12","SB4 5E1","SB","External",5,0.8975208,0.4,0,FALSE,"Bacteria","Planctomycetota","Phycisphaerae","MSBL9","SG8-4",NA,NA,NA
"3597","sq2644","D12",0.0001401034,"D12","SB4 5E1","SB","External",5,0.8975208,0.4,0,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,NA
"3598","sq446","D12",0.0001401034,"D12","SB4 5E1","SB","External",5,0.8975208,0.4,0,FALSE,"Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae",NA,NA,NA
"3599","sq713","D9",0.0001389752,"D9","SB4 4N1","SB","Internal",4,1.337103,1.856,NA,FALSE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae",NA,NA,NA
"3600","sq3076","D5",0.0001386642,"D5","SB3 3N1","SB","Internal",3,0.4562304,0,0,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Bernardetiaceae",NA,NA,NA
"3601","sq6254","D5",0.0001386642,"D5","SB3 3N1","SB","Internal",3,0.4562304,0,0,FALSE,"Bacteria","Spirochaetota","Brachyspirae","Brachyspirales","LH041",NA,NA,NA
"3602","sq3001","D10",0.0001385561,"D10","SB4 4E1","SB","External",4,0.9473753,0.459,NA,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Coxiellales","Coxiellaceae",NA,NA,NA
"3603","sq222","D10",0.0001385561,"D10","SB4 4E1","SB","External",4,0.9473753,0.459,NA,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae",NA,NA,NA
"3604","sq713","D10",0.0001385561,"D10","SB4 4E1","SB","External",4,0.9473753,0.459,NA,FALSE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae",NA,NA,NA
"3605","sq1766","E12",0.0001383481,"E12","TM3 28E1","TM","External",28,1.516085,1.023,0,FALSE,"Bacteria","Fermentibacterota","Fermentibacteria","Fermentibacterales","Fermentibacteraceae",NA,NA,NA
"3606","sq1414","D1",0.0001374831,"D1","SB3 1N1 ","SB","Internal",1,1.016766,NA,0,FALSE,"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Geitlerinemaceae",NA,NA,NA
"3607","sq1818","D1",0.0001374831,"D1","SB3 1N1 ","SB","Internal",1,1.016766,NA,0,FALSE,"Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae",NA,NA,NA
"3608","sq6244","D1",0.0001374831,"D1","SB3 1N1 ","SB","Internal",1,1.016766,NA,0,FALSE,"Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","Arctic95B-14",NA,NA,NA
"3609","sq1792","E9",0.0001367715,"E9","TM3 27N1","TM","Internal",27,1.647955,2.235,NA,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Salinivirgaceae",NA,NA,NA
"3610","sq2330","E9",0.0001367715,"E9","TM3 27N1","TM","Internal",27,1.647955,2.235,NA,FALSE,"Bacteria","Planctomycetota","Phycisphaerae","MSBL9","ST-NAGAB-D1",NA,NA,NA
"3611","sq3643","E7",0.0001358788,"E7","TM3 26N1","TM","Internal",26,1.910828,NA,0.056,FALSE,"Bacteria","Planctomycetota","Phycisphaerae","MSBL9","SM23-30",NA,NA,NA
"3612","sq2355","E11",0.0001348044,"E11","TM3 28N1","TM","Internal",28,1.477156,2.427,0.039,FALSE,"Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","BD2-3",NA,NA,NA
"3613","sq4535","E11",0.0001348044,"E11","TM3 28N1","TM","Internal",28,1.477156,2.427,0.039,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae",NA,NA,NA
"3614","sq7714","E11",0.0001348044,"E11","TM3 28N1","TM","Internal",28,1.477156,2.427,0.039,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Aeromonadaceae",NA,NA,NA
"3615","sq2355","E2",0.0001345483,"E2","TM2 21E1","TM","External",21,3.767123,NA,0,FALSE,"Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","BD2-3",NA,NA,NA
"3616","sq3486","E2",0.0001345483,"E2","TM2 21E1","TM","External",21,3.767123,NA,0,FALSE,"Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae",NA,NA,NA
"3617","sq4891","E2",0.0001345483,"E2","TM2 21E1","TM","External",21,3.767123,NA,0,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA,NA
"3618","sq9394","E2",0.0001345483,"E2","TM2 21E1","TM","External",21,3.767123,NA,0,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae",NA,NA,NA
"3619","sq1324","D8",0.000134248,"D8","SB4 3E1","SB","External",3,0.7979979,NA,0,FALSE,"Bacteria","Planctomycetota","Phycisphaerae","MSBL9","4572-13",NA,NA,NA
"3620","sq1599","D8",0.000134248,"D8","SB4 3E1","SB","External",3,0.7979979,NA,0,FALSE,"Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41",NA,NA,NA
"3621","sq2280","D8",0.000134248,"D8","SB4 3E1","SB","External",3,0.7979979,NA,0,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Ectothiorhodospirales","Thioalkalispiraceae",NA,NA,NA
"3622","sq7304","D8",0.000134248,"D8","SB4 3E1","SB","External",3,0.7979979,NA,0,FALSE,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae",NA,NA,NA
"3623","sq7869","D8",0.000134248,"D8","SB4 3E1","SB","External",3,0.7979979,NA,0,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Fokiniaceae",NA,NA,NA
"3624","sq3630","E4",0.0001340714,"E4","TM2 22E1","TM","External",22,1.310616,0.595,NA,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Parvibaculales","PS1 clade",NA,NA,NA
"3625","sq953","E4",0.0001340714,"E4","TM2 22E1","TM","External",22,1.310616,0.595,NA,FALSE,"Bacteria","Bdellovibrionota","Oligoflexia","Silvanigrellales","Silvanigrellaceae",NA,NA,NA
"3626","sq11898","E5",0.0001340508,"E5","TM2 23N1","TM","Internal",23,1.04109,0.484,0,FALSE,"Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Parachlamydiaceae",NA,NA,NA
"3627","sq1410","E5",0.0001340508,"E5","TM2 23N1","TM","Internal",23,1.04109,0.484,0,FALSE,"Bacteria","Cyanobacteria","Cyanobacteriia","Leptolyngbyales","Leptolyngbyaceae",NA,NA,NA
"3628","sq1792","E5",0.0001340508,"E5","TM2 23N1","TM","Internal",23,1.04109,0.484,0,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Salinivirgaceae",NA,NA,NA
"3629","sq4562","E5",0.0001340508,"E5","TM2 23N1","TM","Internal",23,1.04109,0.484,0,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Solimonadaceae",NA,NA,NA
"3630","sq1410","D4",0.0001331799,"D4","SB3 2E1","SB","External",2,0.6529851,0.136,NA,FALSE,"Bacteria","Cyanobacteria","Cyanobacteriia","Leptolyngbyales","Leptolyngbyaceae",NA,NA,NA
"3631","sq2028","D4",0.0001331799,"D4","SB3 2E1","SB","External",2,0.6529851,0.136,NA,FALSE,"Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophaceae",NA,NA,NA
"3632","sq2581","D4",0.0001331799,"D4","SB3 2E1","SB","External",2,0.6529851,0.136,NA,FALSE,"Bacteria","Cyanobacteria","Cyanobacteriia","Thermosynechococcales","Thermosynechococcaceae",NA,NA,NA
"3633","sq2951","E3",0.0001314961,"E3","TM2 22N1","TM","Internal",22,1.027042,1.612,NA,FALSE,"Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Chlamydiaceae",NA,NA,NA
"3634","sq578","E3",0.0001314961,"E3","TM2 22N1","TM","Internal",22,1.027042,1.612,NA,FALSE,"Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","Fibrobacteraceae",NA,NA,NA
"3635","sq9681","E3",0.0001314961,"E3","TM2 22N1","TM","Internal",22,1.027042,1.612,NA,FALSE,"Bacteria","Firmicutes","Clostridia","Gracilibacteraceae","Lutispora",NA,NA,NA
"3636","sq2893","D1",0.0001309363,"D1","SB3 1N1 ","SB","Internal",1,1.016766,NA,0,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae",NA,NA,NA
"3637","sq4084","D1",0.0001309363,"D1","SB3 1N1 ","SB","Internal",1,1.016766,NA,0,FALSE,"Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Simkaniaceae",NA,NA,NA
"3638","sq2516","D10",0.0001304057,"D10","SB4 4E1","SB","External",4,0.9473753,0.459,NA,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae",NA,NA,NA
"3639","sq3793","D10",0.0001304057,"D10","SB4 4E1","SB","External",4,0.9473753,0.459,NA,FALSE,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae",NA,NA,NA
"3640","sq8977","D10",0.0001304057,"D10","SB4 4E1","SB","External",4,0.9473753,0.459,NA,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Holosporales","Holosporaceae",NA,NA,NA
"3641","sq2722","D6",0.0001301862,"D6","SB3 3E1","SB","External",3,0.7111695,0.121,0,FALSE,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","01D2Z36",NA,NA,NA
"3642","sq52","D6",0.0001301862,"D6","SB3 3E1","SB","External",3,0.7111695,0.121,0,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae",NA,NA,NA
"3643","sq2938","D11",0.0001301601,"D11","SB4 5N1","SB","Internal",5,1.132759,0.701,0,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Francisellales","Francisellaceae",NA,NA,NA
"3644","sq4359","D11",0.0001301601,"D11","SB4 5N1","SB","Internal",5,1.132759,0.701,0,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","Thalassobaculaceae",NA,NA,NA
"3645","sq6186","D11",0.0001301601,"D11","SB4 5N1","SB","Internal",5,1.132759,0.701,0,FALSE,"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","Tepidisphaeraceae",NA,NA,NA
"3646","sq1414","E8",0.0001299929,"E8","TM3 26E1","TM","External",26,1.169005,NA,0.034,FALSE,"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Geitlerinemaceae",NA,NA,NA
"3647","sq280","E8",0.0001299929,"E8","TM3 26E1","TM","External",26,1.169005,NA,0.034,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","Defluviicoccaceae",NA,NA,NA
"3648","sq2893","E8",0.0001299929,"E8","TM3 26E1","TM","External",26,1.169005,NA,0.034,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae",NA,NA,NA
"3649","sq4375","E8",0.0001299929,"E8","TM3 26E1","TM","External",26,1.169005,NA,0.034,FALSE,"Bacteria","Thermotogota","Thermotogae","Kosmotogales","Kosmotogaceae",NA,NA,NA
"3650","sq7304","E8",0.0001299929,"E8","TM3 26E1","TM","External",26,1.169005,NA,0.034,FALSE,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae",NA,NA,NA
"3651","sq2893","D5",0.0001294199,"D5","SB3 3N1","SB","Internal",3,0.4562304,0,0,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae",NA,NA,NA
"3652","sq3790","D5",0.0001294199,"D5","SB3 3N1","SB","Internal",3,0.4562304,0,0,FALSE,"Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae",NA,NA,NA
"3653","sq9553","D5",0.0001294199,"D5","SB3 3N1","SB","Internal",3,0.4562304,0,0,FALSE,"Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfomicrobiaceae",NA,NA,NA
"3654","sq2114","D2",0.0001291406,"D2","SB3 1E2","SB","External",1,0.9945908,NA,0,FALSE,"Bacteria","Planctomycetota","Phycisphaerae","MSBL9","SG8-4",NA,NA,NA
"3655","sq1316","E12",0.0001284661,"E12","TM3 28E1","TM","External",28,1.516085,1.023,0,FALSE,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA,NA
"3656","sq4777","E12",0.0001284661,"E12","TM3 28E1","TM","External",28,1.516085,1.023,0,FALSE,"Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","SBXY-748",NA,NA,NA
"3657","sq9971","E12",0.0001284661,"E12","TM3 28E1","TM","External",28,1.516085,1.023,0,FALSE,"Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","cvE6",NA,NA,NA
"3658","sq1459","D12",0.0001284282,"D12","SB4 5E1","SB","External",5,0.8975208,0.4,0,FALSE,"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcystaceae",NA,NA,NA
